;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 05:10:25 p. m.
;----------------------------------------------

;Address Opcode 	ASM
;PI.c,183 :: 		procesarValor(timing);//Dependiendo de la carga, lo procesa y lo pasa a caracter imprimible por la lcd
0x091A	0x1683      	BSF        STATUS, 5
0x091B	0x1303      	BCF        STATUS, 6
0x091C	0x086F      	MOVF       _timing, 0
0x091D	0x1703      	BSF        STATUS, 6
0x091E	0x00DA      	MOVWF      FARG_procesarValor_opc
0x091F	0x3000      	MOVLW      0
0x0920	0x1BDA      	BTFSC      FARG_procesarValor_opc, 7
0x0921	0x30FF      	MOVLW      255
0x0922	0x00DB      	MOVWF      FARG_procesarValor_opc+1
0x0923	0x118A      	BCF        PCLATH, 3
0x0924	0x2412      	CALL       _procesarValor
0x0925	0x158A      	BSF        PCLATH, 3
;PI.c,184 :: 		}
L_cnfTiempoLcd39:
;PI.c,185 :: 		if(!DOWNBtn && banderaDown==1){
0x0926	0x1283      	BCF        STATUS, 5
0x0927	0x1303      	BCF        STATUS, 6
0x0928	0x1907      	BTFSC      RC2_bit, BitPos(RC2_bit+0)
0x0929	0x292F      	GOTO       L_cnfTiempoLcd42
0x092A	0x0864      	MOVF       _banderaDown, 0
0x092B	0x3A01      	XORLW      1
0x092C	0x1D03      	BTFSS      STATUS, 2
0x092D	0x292F      	GOTO       L_cnfTiempoLcd42
L__cnfTiempoLcd94:
;PI.c,186 :: 		banderaDown=0;
0x092E	0x01E4      	CLRF       _banderaDown
;PI.c,187 :: 		}
L_cnfTiempoLcd42:
;PI.c,188 :: 		}
0x092F	0x285F      	GOTO       L_cnfTiempoLcd15
L_cnfTiempoLcd16:
0x0930	0x1283      	BCF        STATUS, 5
;PI.c,189 :: 		tope = horas*360+minutos*60+segundos;
0x0931	0x0862      	MOVF       _horas, 0
0x0932	0x00F0      	MOVWF      R0
0x0933	0x0863      	MOVF       _horas+1, 0
0x0934	0x00F1      	MOVWF      R0+1
0x0935	0x3068      	MOVLW      104
0x0936	0x00F4      	MOVWF      R4
0x0937	0x3001      	MOVLW      1
0x0938	0x00F5      	MOVWF      R4+1
0x0939	0x118A      	BCF        PCLATH, 3
0x093A	0x2511      	CALL       _Mul_16X16_U
0x093B	0x158A      	BSF        PCLATH, 3
0x093C	0x0870      	MOVF       R0, 0
0x093D	0x1683      	BSF        STATUS, 5
0x093E	0x1703      	BSF        STATUS, 6
0x093F	0x00D8      	MOVWF      FLOC__cnfTiempoLcd
0x0940	0x0871      	MOVF       R0+1, 0
0x0941	0x00D9      	MOVWF      FLOC__cnfTiempoLcd+1
0x0942	0x1283      	BCF        STATUS, 5
0x0943	0x1303      	BCF        STATUS, 6
0x0944	0x0869      	MOVF       _minutos, 0
0x0945	0x00F0      	MOVWF      R0
0x0946	0x086A      	MOVF       _minutos+1, 0
0x0947	0x00F1      	MOVWF      R0+1
0x0948	0x303C      	MOVLW      60
0x0949	0x00F4      	MOVWF      R4
0x094A	0x3000      	MOVLW      0
0x094B	0x00F5      	MOVWF      R4+1
0x094C	0x118A      	BCF        PCLATH, 3
0x094D	0x2511      	CALL       _Mul_16X16_U
0x094E	0x158A      	BSF        PCLATH, 3
0x094F	0x0870      	MOVF       R0, 0
0x0950	0x1683      	BSF        STATUS, 5
0x0951	0x1703      	BSF        STATUS, 6
0x0952	0x0758      	ADDWF      FLOC__cnfTiempoLcd, 0
0x0953	0x1283      	BCF        STATUS, 5
0x0954	0x1303      	BCF        STATUS, 6
0x0955	0x00E5      	MOVWF      _tope
0x0956	0x1683      	BSF        STATUS, 5
0x0957	0x1703      	BSF        STATUS, 6
0x0958	0x0859      	MOVF       FLOC__cnfTiempoLcd+1, 0
0x0959	0x1803      	BTFSC      STATUS, 0
0x095A	0x3E01      	ADDLW      1
0x095B	0x0771      	ADDWF      R0+1, 0
0x095C	0x1283      	BCF        STATUS, 5
0x095D	0x1303      	BCF        STATUS, 6
0x095E	0x00E6      	MOVWF      _tope+1
0x095F	0x086B      	MOVF       _segundos, 0
0x0960	0x07E5      	ADDWF      _tope, 1
0x0961	0x086C      	MOVF       _segundos+1, 0
0x0962	0x1803      	BTFSC      STATUS, 0
0x0963	0x3E01      	ADDLW      1
0x0964	0x07E6      	ADDWF      _tope+1, 1
0x0965	0x3000      	MOVLW      0
0x0966	0x00E7      	MOVWF      _tope+2
0x0967	0x00E8      	MOVWF      _tope+3
;PI.c,190 :: 		}
L_end_cnfTiempoLcd:
0x0968	0x0008      	RETURN
; end of _cnfTiempoLcd
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x0969	0x1683      	BSF        STATUS, 5
0x096A	0x1303      	BCF        STATUS, 6
0x096B	0x1306      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x096C	0x1386      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x096D	0x1286      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x096E	0x1206      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x096F	0x1186      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0970	0x1106      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x0971	0x1283      	BCF        STATUS, 5
0x0972	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x0973	0x1386      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x0974	0x1106      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x0975	0x1186      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x0976	0x1206      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x0977	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x0978	0x118A      	BCF        PCLATH, 3
0x0979	0x2090      	CALL       _Delay_5500us
0x097A	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,101 :: 		
0x097B	0x118A      	BCF        PCLATH, 3
0x097C	0x2090      	CALL       _Delay_5500us
0x097D	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,102 :: 		
0x097E	0x118A      	BCF        PCLATH, 3
0x097F	0x2090      	CALL       _Delay_5500us
0x0980	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,105 :: 		
0x0981	0x1606      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x0982	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x0983	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x0984	0x118A      	BCF        PCLATH, 3
0x0985	0x2086      	CALL       _Delay_1us
0x0986	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,109 :: 		
0x0987	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0988	0x118A      	BCF        PCLATH, 3
0x0989	0x2090      	CALL       _Delay_5500us
0x098A	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,112 :: 		
0x098B	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x098C	0x118A      	BCF        PCLATH, 3
0x098D	0x2086      	CALL       _Delay_1us
0x098E	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,114 :: 		
0x098F	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x0990	0x118A      	BCF        PCLATH, 3
0x0991	0x2090      	CALL       _Delay_5500us
0x0992	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,117 :: 		
0x0993	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x0994	0x118A      	BCF        PCLATH, 3
0x0995	0x2086      	CALL       _Delay_1us
0x0996	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,119 :: 		
0x0997	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0998	0x118A      	BCF        PCLATH, 3
0x0999	0x2090      	CALL       _Delay_5500us
0x099A	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,123 :: 		
0x099B	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x099C	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x099D	0x118A      	BCF        PCLATH, 3
0x099E	0x2086      	CALL       _Delay_1us
0x099F	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,126 :: 		
0x09A0	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x09A1	0x118A      	BCF        PCLATH, 3
0x09A2	0x2090      	CALL       _Delay_5500us
0x09A3	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,130 :: 		
0x09A4	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x09A5	0x118A      	BCF        PCLATH, 3
0x09A6	0x2086      	CALL       _Delay_1us
0x09A7	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,132 :: 		
0x09A8	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x09A9	0x1206      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x09AA	0x1506      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x09AB	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x09AC	0x118A      	BCF        PCLATH, 3
0x09AD	0x2086      	CALL       _Delay_1us
0x09AE	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,138 :: 		
0x09AF	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x09B0	0x118A      	BCF        PCLATH, 3
0x09B1	0x2090      	CALL       _Delay_5500us
0x09B2	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,142 :: 		
0x09B3	0x1106      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x09B4	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x09B5	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x09B6	0x118A      	BCF        PCLATH, 3
0x09B7	0x2086      	CALL       _Delay_1us
0x09B8	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,146 :: 		
0x09B9	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x09BA	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x09BB	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x09BC	0x118A      	BCF        PCLATH, 3
0x09BD	0x2086      	CALL       _Delay_1us
0x09BE	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,151 :: 		
0x09BF	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x09C0	0x118A      	BCF        PCLATH, 3
0x09C1	0x2090      	CALL       _Delay_5500us
0x09C2	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,155 :: 		
0x09C3	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x09C4	0x118A      	BCF        PCLATH, 3
0x09C5	0x2086      	CALL       _Delay_1us
0x09C6	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,157 :: 		
0x09C7	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x09C8	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x09C9	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x09CA	0x118A      	BCF        PCLATH, 3
0x09CB	0x2086      	CALL       _Delay_1us
0x09CC	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,162 :: 		
0x09CD	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x09CE	0x118A      	BCF        PCLATH, 3
0x09CF	0x2090      	CALL       _Delay_5500us
0x09D0	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,166 :: 		
0x09D1	0x1286      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x09D2	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x09D3	0x118A      	BCF        PCLATH, 3
0x09D4	0x2086      	CALL       _Delay_1us
0x09D5	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,169 :: 		
0x09D6	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x09D7	0x1506      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x09D8	0x1586      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x09D9	0x1606      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x09DA	0x1686      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x09DB	0x1706      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x09DC	0x118A      	BCF        PCLATH, 3
0x09DD	0x2086      	CALL       _Delay_1us
0x09DE	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,177 :: 		
0x09DF	0x1306      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x09E0	0x118A      	BCF        PCLATH, 3
0x09E1	0x2090      	CALL       _Delay_5500us
0x09E2	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,181 :: 		
0x09E3	0x1683      	BSF        STATUS, 5
0x09E4	0x1703      	BSF        STATUS, 6
0x09E5	0x1445      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x09E6	0x0008      	RETURN
; end of _Lcd_Init
_GuardarEEPROM:
;PI.c,192 :: 		void GuardarEEPROM(){
;PI.c,193 :: 		i = EEPROM_Read(0)*4;
0x09E7	0x1683      	BSF        STATUS, 5
0x09E8	0x1703      	BSF        STATUS, 6
0x09E9	0x01DA      	CLRF       FARG_EEPROM_Read_Address
0x09EA	0x118A      	BCF        PCLATH, 3
0x09EB	0x2406      	CALL       _EEPROM_Read
0x09EC	0x158A      	BSF        PCLATH, 3
0x09ED	0x0870      	MOVF       R0, 0
0x09EE	0x00E6      	MOVWF      _i
0x09EF	0x01E7      	CLRF       _i+1
0x09F0	0x0DE6      	RLF        _i, 1
0x09F1	0x0DE7      	RLF        _i+1, 1
0x09F2	0x1066      	BCF        _i, 0
0x09F3	0x0DE6      	RLF        _i, 1
0x09F4	0x0DE7      	RLF        _i+1, 1
0x09F5	0x1066      	BCF        _i, 0
;PI.c,198 :: 		tlong = (long)Voltaje * 5000; // Convertir el resultado en milivoltios
0x09F6	0x0868      	MOVF       _Voltaje, 0
0x09F7	0x00F0      	MOVWF      R0
0x09F8	0x0869      	MOVF       _Voltaje+1, 0
0x09F9	0x00F1      	MOVWF      R0+1
0x09FA	0x086A      	MOVF       _Voltaje+2, 0
0x09FB	0x00F2      	MOVWF      R0+2
0x09FC	0x086B      	MOVF       _Voltaje+3, 0
0x09FD	0x00F3      	MOVWF      R0+3
0x09FE	0x3088      	MOVLW      136
0x09FF	0x00F4      	MOVWF      R4
0x0A00	0x3013      	MOVLW      19
0x0A01	0x00F5      	MOVWF      R4+1
0x0A02	0x01F6      	CLRF       R4+2
0x0A03	0x01F7      	CLRF       R4+3
0x0A04	0x118A      	BCF        PCLATH, 3
0x0A05	0x23CF      	CALL       _Mul_32x32_U
0x0A06	0x158A      	BSF        PCLATH, 3
0x0A07	0x0870      	MOVF       R0, 0
0x0A08	0x1703      	BSF        STATUS, 6
0x0A09	0x00E2      	MOVWF      _tlong
0x0A0A	0x0871      	MOVF       R0+1, 0
0x0A0B	0x00E3      	MOVWF      _tlong+1
0x0A0C	0x0872      	MOVF       R0+2, 0
0x0A0D	0x00E4      	MOVWF      _tlong+2
0x0A0E	0x0873      	MOVF       R0+3, 0
0x0A0F	0x00E5      	MOVWF      _tlong+3
;PI.c,199 :: 		tlong = tlong / 1023;        // 0..1023 -> 0-5000mV
0x0A10	0x30FF      	MOVLW      255
0x0A11	0x00F4      	MOVWF      R4
0x0A12	0x3003      	MOVLW      3
0x0A13	0x00F5      	MOVWF      R4+1
0x0A14	0x01F6      	CLRF       R4+2
0x0A15	0x01F7      	CLRF       R4+3
0x0A16	0x118A      	BCF        PCLATH, 3
0x0A17	0x2119      	CALL       _Div_32x32_U
0x0A18	0x158A      	BSF        PCLATH, 3
0x0A19	0x0870      	MOVF       R0, 0
0x0A1A	0x1703      	BSF        STATUS, 6
0x0A1B	0x00E2      	MOVWF      _tlong
0x0A1C	0x0871      	MOVF       R0+1, 0
0x0A1D	0x00E3      	MOVWF      _tlong+1
0x0A1E	0x0872      	MOVF       R0+2, 0
0x0A1F	0x00E4      	MOVWF      _tlong+2
0x0A20	0x0873      	MOVF       R0+3, 0
0x0A21	0x00E5      	MOVWF      _tlong+3
;PI.c,200 :: 		ch = tlong / 1000;           // Extraer voltios (miles de milivoltios)
0x0A22	0x30E8      	MOVLW      232
0x0A23	0x00F4      	MOVWF      R4
0x0A24	0x3003      	MOVLW      3
0x0A25	0x00F5      	MOVWF      R4+1
0x0A26	0x01F6      	CLRF       R4+2
0x0A27	0x01F7      	CLRF       R4+3
0x0A28	0x118A      	BCF        PCLATH, 3
0x0A29	0x2119      	CALL       _Div_32x32_U
0x0A2A	0x158A      	BSF        PCLATH, 3
0x0A2B	0x0870      	MOVF       R0, 0
0x0A2C	0x1683      	BSF        STATUS, 5
0x0A2D	0x1703      	BSF        STATUS, 6
0x0A2E	0x00D6      	MOVWF      _ch
;PI.c,202 :: 		Lcd_Chr(2,9,48+ch);          // Escribir resultado en formato ASCII
0x0A2F	0x3002      	MOVLW      2
0x0A30	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x0A31	0x3009      	MOVLW      9
0x0A32	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x0A33	0x0870      	MOVF       R0, 0
0x0A34	0x3E30      	ADDLW      48
0x0A35	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x0A36	0x118A      	BCF        PCLATH, 3
0x0A37	0x2291      	CALL       _Lcd_Chr
0x0A38	0x158A      	BSF        PCLATH, 3
;PI.c,203 :: 		EEPROM_Write(++i,ch);
0x0A39	0x1283      	BCF        STATUS, 5
0x0A3A	0x0AE6      	INCF       _i, 1
0x0A3B	0x1903      	BTFSC      STATUS, 2
0x0A3C	0x0AE7      	INCF       _i+1, 1
0x0A3D	0x0866      	MOVF       _i, 0
0x0A3E	0x1683      	BSF        STATUS, 5
0x0A3F	0x00DA      	MOVWF      FARG_EEPROM_Write_Address
0x0A40	0x0856      	MOVF       _ch, 0
0x0A41	0x00DB      	MOVWF      FARG_EEPROM_Write_data_
0x0A42	0x118A      	BCF        PCLATH, 3
0x0A43	0x2566      	CALL       _EEPROM_Write
0x0A44	0x158A      	BSF        PCLATH, 3
;PI.c,204 :: 		Delay_ms(20);
0x0A45	0x3034      	MOVLW      52
0x0A46	0x00FC      	MOVWF      R12
0x0A47	0x30F1      	MOVLW      241
0x0A48	0x00FD      	MOVWF      R13
L_GuardarEEPROM43:
0x0A49	0x0BFD      	DECFSZ     R13, 1
0x0A4A	0x2A49      	GOTO       L_GuardarEEPROM43
0x0A4B	0x0BFC      	DECFSZ     R12, 1
0x0A4C	0x2A49      	GOTO       L_GuardarEEPROM43
0x0A4D	0x0000      	NOP
0x0A4E	0x0000      	NOP
;PI.c,205 :: 		Lcd_Chr_CP('.');
0x0A4F	0x302E      	MOVLW      46
0x0A50	0x00E7      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A51	0x118A      	BCF        PCLATH, 3
0x0A52	0x237C      	CALL       _Lcd_Chr_CP
0x0A53	0x158A      	BSF        PCLATH, 3
;PI.c,206 :: 		ch = (tlong / 100) % 10;     // Extraer centenas de milivoltios
0x0A54	0x3064      	MOVLW      100
0x0A55	0x00F4      	MOVWF      R4
0x0A56	0x01F5      	CLRF       R4+1
0x0A57	0x01F6      	CLRF       R4+2
0x0A58	0x01F7      	CLRF       R4+3
0x0A59	0x1283      	BCF        STATUS, 5
0x0A5A	0x0862      	MOVF       _tlong, 0
0x0A5B	0x00F0      	MOVWF      R0
0x0A5C	0x0863      	MOVF       _tlong+1, 0
0x0A5D	0x00F1      	MOVWF      R0+1
0x0A5E	0x0864      	MOVF       _tlong+2, 0
0x0A5F	0x00F2      	MOVWF      R0+2
0x0A60	0x0865      	MOVF       _tlong+3, 0
0x0A61	0x00F3      	MOVWF      R0+3
0x0A62	0x118A      	BCF        PCLATH, 3
0x0A63	0x2119      	CALL       _Div_32x32_U
0x0A64	0x158A      	BSF        PCLATH, 3
0x0A65	0x300A      	MOVLW      10
0x0A66	0x00F4      	MOVWF      R4
0x0A67	0x01F5      	CLRF       R4+1
0x0A68	0x01F6      	CLRF       R4+2
0x0A69	0x01F7      	CLRF       R4+3
0x0A6A	0x118A      	BCF        PCLATH, 3
0x0A6B	0x2119      	CALL       _Div_32x32_U
0x0A6C	0x158A      	BSF        PCLATH, 3
0x0A6D	0x0878      	MOVF       R8, 0
0x0A6E	0x00F0      	MOVWF      R0
0x0A6F	0x0879      	MOVF       R8+1, 0
0x0A70	0x00F1      	MOVWF      R0+1
0x0A71	0x087A      	MOVF       R8+2, 0
0x0A72	0x00F2      	MOVWF      R0+2
0x0A73	0x087B      	MOVF       R8+3, 0
0x0A74	0x00F3      	MOVWF      R0+3
0x0A75	0x0870      	MOVF       R0, 0
0x0A76	0x1683      	BSF        STATUS, 5
0x0A77	0x1703      	BSF        STATUS, 6
0x0A78	0x00D6      	MOVWF      _ch
;PI.c,207 :: 		Lcd_Chr_CP(48+ch);           // Escribir resultado en formato ASCII
0x0A79	0x0870      	MOVF       R0, 0
0x0A7A	0x3E30      	ADDLW      48
0x0A7B	0x00E7      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A7C	0x118A      	BCF        PCLATH, 3
0x0A7D	0x237C      	CALL       _Lcd_Chr_CP
0x0A7E	0x158A      	BSF        PCLATH, 3
;PI.c,208 :: 		EEPROM_Write(++i,ch);
0x0A7F	0x1283      	BCF        STATUS, 5
0x0A80	0x0AE6      	INCF       _i, 1
0x0A81	0x1903      	BTFSC      STATUS, 2
0x0A82	0x0AE7      	INCF       _i+1, 1
0x0A83	0x0866      	MOVF       _i, 0
0x0A84	0x1683      	BSF        STATUS, 5
0x0A85	0x00DA      	MOVWF      FARG_EEPROM_Write_Address
0x0A86	0x0856      	MOVF       _ch, 0
0x0A87	0x00DB      	MOVWF      FARG_EEPROM_Write_data_
0x0A88	0x118A      	BCF        PCLATH, 3
0x0A89	0x2566      	CALL       _EEPROM_Write
0x0A8A	0x158A      	BSF        PCLATH, 3
;PI.c,209 :: 		Delay_ms(20);
0x0A8B	0x3034      	MOVLW      52
0x0A8C	0x00FC      	MOVWF      R12
0x0A8D	0x30F1      	MOVLW      241
0x0A8E	0x00FD      	MOVWF      R13
L_GuardarEEPROM44:
0x0A8F	0x0BFD      	DECFSZ     R13, 1
0x0A90	0x2A8F      	GOTO       L_GuardarEEPROM44
0x0A91	0x0BFC      	DECFSZ     R12, 1
0x0A92	0x2A8F      	GOTO       L_GuardarEEPROM44
0x0A93	0x0000      	NOP
0x0A94	0x0000      	NOP
;PI.c,210 :: 		ch = (tlong / 10) % 10;      // Extraer decenas de milivoltios
0x0A95	0x300A      	MOVLW      10
0x0A96	0x00F4      	MOVWF      R4
0x0A97	0x01F5      	CLRF       R4+1
0x0A98	0x01F6      	CLRF       R4+2
0x0A99	0x01F7      	CLRF       R4+3
0x0A9A	0x1283      	BCF        STATUS, 5
0x0A9B	0x0862      	MOVF       _tlong, 0
0x0A9C	0x00F0      	MOVWF      R0
0x0A9D	0x0863      	MOVF       _tlong+1, 0
0x0A9E	0x00F1      	MOVWF      R0+1
0x0A9F	0x0864      	MOVF       _tlong+2, 0
0x0AA0	0x00F2      	MOVWF      R0+2
0x0AA1	0x0865      	MOVF       _tlong+3, 0
0x0AA2	0x00F3      	MOVWF      R0+3
0x0AA3	0x118A      	BCF        PCLATH, 3
0x0AA4	0x2119      	CALL       _Div_32x32_U
0x0AA5	0x158A      	BSF        PCLATH, 3
0x0AA6	0x300A      	MOVLW      10
0x0AA7	0x00F4      	MOVWF      R4
0x0AA8	0x01F5      	CLRF       R4+1
0x0AA9	0x01F6      	CLRF       R4+2
0x0AAA	0x01F7      	CLRF       R4+3
0x0AAB	0x118A      	BCF        PCLATH, 3
0x0AAC	0x2119      	CALL       _Div_32x32_U
0x0AAD	0x158A      	BSF        PCLATH, 3
0x0AAE	0x0878      	MOVF       R8, 0
0x0AAF	0x00F0      	MOVWF      R0
0x0AB0	0x0879      	MOVF       R8+1, 0
0x0AB1	0x00F1      	MOVWF      R0+1
0x0AB2	0x087A      	MOVF       R8+2, 0
0x0AB3	0x00F2      	MOVWF      R0+2
0x0AB4	0x087B      	MOVF       R8+3, 0
0x0AB5	0x00F3      	MOVWF      R0+3
0x0AB6	0x0870      	MOVF       R0, 0
0x0AB7	0x1683      	BSF        STATUS, 5
0x0AB8	0x1703      	BSF        STATUS, 6
0x0AB9	0x00D6      	MOVWF      _ch
;PI.c,211 :: 		Lcd_Chr_CP(48+ch);           // Escribir resultado en formato ASCII
0x0ABA	0x0870      	MOVF       R0, 0
0x0ABB	0x3E30      	ADDLW      48
0x0ABC	0x00E7      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0ABD	0x118A      	BCF        PCLATH, 3
0x0ABE	0x237C      	CALL       _Lcd_Chr_CP
0x0ABF	0x158A      	BSF        PCLATH, 3
;PI.c,212 :: 		EEPROM_Write(++i,ch);
0x0AC0	0x1283      	BCF        STATUS, 5
0x0AC1	0x0AE6      	INCF       _i, 1
0x0AC2	0x1903      	BTFSC      STATUS, 2
0x0AC3	0x0AE7      	INCF       _i+1, 1
0x0AC4	0x0866      	MOVF       _i, 0
0x0AC5	0x1683      	BSF        STATUS, 5
0x0AC6	0x00DA      	MOVWF      FARG_EEPROM_Write_Address
0x0AC7	0x0856      	MOVF       _ch, 0
0x0AC8	0x00DB      	MOVWF      FARG_EEPROM_Write_data_
0x0AC9	0x118A      	BCF        PCLATH, 3
0x0ACA	0x2566      	CALL       _EEPROM_Write
